experiment_id,well,strain,experiment_reference,lab,strain_name,strain_class,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,od,dead,ungrowing,doubling_time,n0
r1e7998zhy3gm8,a1,UWBF_6390,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_w303_positive_control_NOR_00_6390,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.0338696323890335,False,False,14.221832607796236,0.051878738478936655
r1e7998zhy3gm8,a10,UWBF_25784,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_CEN.PK2_inducible_FP_25784,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03265407404054689,False,False,60.30086134443202,0.10075761419979765
r1e7998zhy3gm8,a11,UWBF_25784,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_CEN.PK2_inducible_FP_25784,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.033615061024042464,False,False,46.24131836749989,0.07586506222567123
r1e7998zhy3gm8,a12,UWBF_25784,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_CEN.PK2_inducible_FP_25784,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.034645002248793084,False,False,25.77587449098092,0.07564694497758442
r1e7998zhy3gm8,a2,UWBF_24864,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.032724708926019724,False,False,22.662031151860692,0.05890813929240071
r1e7998zhy3gm8,a3,UWBF_24864,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03456530927090453,False,False,13.62636715687397,0.05096322267848381
r1e7998zhy3gm8,a4,UWBF_24864,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03357349362056791,False,False,32.59025693404312,0.07304997780143657
r1e7998zhy3gm8,a5,UWBF_24864,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.0375148865187216,False,False,29.33056362300701,0.10469386740508217
r1e7998zhy3gm8,a6,UWBF_24864,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03375504392806008,False,False,8.046596774837324,0.023841786964715374
r1e7998zhy3gm8,a7,UWBF_24864,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03297333744657721,False,False,25.70854819978517,0.08599510693338971
r1e7998zhy3gm8,a8,UWBF_25784,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_CEN.PK2_inducible_FP_25784,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.0340401412743577,False,False,24.146399642516762,0.09352983943909704
r1e7998zhy3gm8,a9,UWBF_25784,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_CEN.PK2_inducible_FP_25784,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03311960566678125,False,True,,
r1e7998zhy3gm8,b1,UWBF_6390,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_w303_positive_control_NOR_00_6390,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03482186672058076,False,True,,
r1e7998zhy3gm8,b10,UWBF_34287,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_gfp_34287,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03476703588619868,False,False,1.1814052603460699,3.8626649849323124e-07
r1e7998zhy3gm8,b11,UWBF_34287,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_gfp_34287,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03360638643497013,True,True,,
r1e7998zhy3gm8,b12,UWBF_34287,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_gfp_34287,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.05539602724627976,False,False,134203248.92243722,0.05468081123913209
r1e7998zhy3gm8,b2,UWBF_24864,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03593023409119436,False,False,21.65420330781989,0.09296322133715387
r1e7998zhy3gm8,b3,UWBF_34293,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_gfp_34293,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03289132247755143,False,False,52.6458720979595,0.11624989814825093
r1e7998zhy3gm8,b4,UWBF_34293,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_gfp_34293,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03414292713989901,False,False,118.09072615271381,0.11602257568320844
r1e7998zhy3gm8,b5,UWBF_34293,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_gfp_34293,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.034218736256662406,False,False,138363811.51728547,0.1512448353980847
r1e7998zhy3gm8,b6,UWBF_34293,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_gfp_34293,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03482441637647549,False,False,83.05026995422935,0.09025048790241834
r1e7998zhy3gm8,b7,UWBF_34293,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_gfp_34293,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03407678420602697,False,False,46.867873125952585,0.10024209437589678
r1e7998zhy3gm8,b8,UWBF_34287,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_gfp_34287,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.032847540885898266,True,True,,
r1e7998zhy3gm8,b9,UWBF_34287,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_gfp_34287,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.045485188235760664,False,False,70160459.16355535,0.07804158253341466
r1e7998zhy3gm8,c1,UWBF_6390,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_w303_positive_control_NOR_00_6390,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03422271915453993,False,False,13.302142933211998,0.04374136894365978
r1e7998zhy3gm8,c10,UWBF_34285,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_sic1_gfp_34285,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03489710844180968,False,False,8.102918850292529,0.03701849903429394
r1e7998zhy3gm8,c11,UWBF_34285,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_sic1_gfp_34285,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03392225092970065,False,False,19.410512897571287,0.07768226509504103
r1e7998zhy3gm8,c12,UWBF_34285,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_sic1_gfp_34285,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03480275753803454,False,False,48.83442070940461,0.05326797536116954
r1e7998zhy3gm8,c2,UWBF_24864,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_CEN.PK2_positive_control_NOR_00_24864,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.07045275526286998,False,False,18.936604162221624,0.0895498989654839
r1e7998zhy3gm8,c3,UWBF_34299,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_gfp_34299,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.0675037683818834,False,False,36.92987577702434,0.07522810863152717
r1e7998zhy3gm8,c4,UWBF_34299,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_gfp_34299,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03473547331538252,False,False,56.071846317266996,0.11615635921921685
r1e7998zhy3gm8,c5,UWBF_34299,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_gfp_34299,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03463667764898348,False,False,32.611368816501496,0.07579622270873707
r1e7998zhy3gm8,c6,UWBF_34299,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_gfp_34299,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03424092012500988,False,False,14.94479618336663,0.05100143267239108
r1e7998zhy3gm8,c7,UWBF_34299,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_gfp_34299,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.034745299139059126,False,False,49.73409067899658,0.07221737506547381
r1e7998zhy3gm8,c8,UWBF_34285,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_sic1_gfp_34285,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03346015844307256,False,False,20.709498188681568,0.052303908833448945
r1e7998zhy3gm8,c9,UWBF_34285,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_sic1_gfp_34285,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.033835609952620686,False,False,12.123062810521489,0.03036606387587845
r1e7998zhy3gm8,d1,UWBF_23970,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_CEN.PK2_negative_control_23970,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03404233751354261,False,False,12.721563088747153,0.03299991844854321
r1e7998zhy3gm8,d10,UWBF_34280,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_sic1_gfp_34280,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.0342448516377972,False,False,1053021.639368201,0.05760679693450358
r1e7998zhy3gm8,d11,UWBF_34280,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_sic1_gfp_34280,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03415923932727572,True,True,,
r1e7998zhy3gm8,d12,UWBF_34280,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_sic1_gfp_34280,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.0348370041760095,False,False,105432468.93403953,0.04657257244913713
r1e7998zhy3gm8,d2,MediaControl,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,Media_control,Blank,MEDIA_BLANK,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03515391989735549,False,False,,
r1e7998zhy3gm8,d3,UWBF_34296,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_gfp_34296,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.033364833893179534,False,False,63.94892160232689,0.07966308254535576
r1e7998zhy3gm8,d4,UWBF_34296,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_gfp_34296,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03420854375569704,False,False,10.623480673079323,0.030505583829745286
r1e7998zhy3gm8,d5,UWBF_34296,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_gfp_34296,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.039257560337218805,False,False,216743416.03810188,0.12591071810637425
r1e7998zhy3gm8,d6,UWBF_34296,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_gfp_34296,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03499372042209303,False,False,20.195405981191563,0.05695794273871272
r1e7998zhy3gm8,d7,UWBF_34296,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_gfp_34296,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.033177473036164334,False,True,,
r1e7998zhy3gm8,d8,UWBF_34280,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_sic1_gfp_34280,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03469845370888927,False,False,31.50779285544202,0.05686087354510997
r1e7998zhy3gm8,d9,UWBF_34280,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_sic1_gfp_34280,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03434381651850412,False,False,25.16764019808958,0.04858578662340652
r1e7998zhy3gm8,e1,UWBF_23970,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_CEN.PK2_negative_control_23970,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.035923474423800485,False,True,,
r1e7998zhy3gm8,e10,UWBF_34283,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_gfp_34283,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.033391923346873235,False,False,854311.9733951613,0.0587644307480451
r1e7998zhy3gm8,e11,UWBF_34283,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_gfp_34283,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.034399854364850484,True,True,,
r1e7998zhy3gm8,e12,UWBF_34283,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_gfp_34283,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03341472294003785,True,True,,
r1e7998zhy3gm8,e2,MediaControl,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,Media_control,Blank,MEDIA_BLANK,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.04288063003502606,False,False,,
r1e7998zhy3gm8,e3,UWBF_34290,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_gfp_34290,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.033852310616443365,False,True,,
r1e7998zhy3gm8,e4,UWBF_34290,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_gfp_34290,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.0345119804551342,False,False,8.745504725448809,0.02368124652864061
r1e7998zhy3gm8,e5,UWBF_34290,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_gfp_34290,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03427980613108492,False,True,,
r1e7998zhy3gm8,e6,UWBF_34290,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_gfp_34290,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.032570550937442384,False,False,66.94629461927309,0.09276384513353941
r1e7998zhy3gm8,e7,UWBF_34290,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_gfp_34290,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03441826906615207,False,False,19.947338580568786,0.06525861427743376
r1e7998zhy3gm8,e8,UWBF_34283,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_gfp_34283,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.032642931400026214,False,False,5782984.347080635,0.11175165608187602
r1e7998zhy3gm8,e9,UWBF_34283,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_gfp_34283,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.0339891111425987,False,False,36202659.13681879,0.09526468287674757
r1e7998zhy3gm8,f1,UWBF_23970,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CRISPR_CEN.PK2_negative_control_23970,Control,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03519340234563117,False,False,19.836259941927626,0.055227620455712785
r1e7998zhy3gm8,f10,UWBF_34288,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_gfp_34288,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03320304527484432,True,True,,
r1e7998zhy3gm8,f11,UWBF_34288,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_gfp_34288,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.034895163066056875,False,False,53.598465762161275,0.04518567771866538
r1e7998zhy3gm8,f12,UWBF_34288,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_gfp_34288,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03350260895594475,True,True,,
r1e7998zhy3gm8,f3,UWBF_34292,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_34292,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03488691800794632,False,True,,
r1e7998zhy3gm8,f4,UWBF_34292,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_34292,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.04673019525885642,False,False,11.463654728043357,0.033455707264674034
r1e7998zhy3gm8,f5,UWBF_34292,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_34292,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03433854736155327,False,True,,
r1e7998zhy3gm8,f6,UWBF_34292,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_34292,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03531070273756478,False,True,,
r1e7998zhy3gm8,f7,UWBF_34292,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_sic1_34292,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03388640089057054,False,False,27.18368529904121,0.05451154460985705
r1e7998zhy3gm8,f8,UWBF_34288,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_gfp_34288,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03436162692802867,False,False,8.197071051897447,0.026120743820196645
r1e7998zhy3gm8,f9,UWBF_34288,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ATAF1_gfp_34288,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.034281468678922865,False,False,127085893.41511603,0.11330181148419241
r1e7998zhy3gm8,g10,UWBF_34300,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_gfp_34300,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03328926855210943,False,True,,
r1e7998zhy3gm8,g11,UWBF_34300,YeastSTATES-Beta-Estradiol-OR-Gate-Plant-TF-Growth-Curves,transcriptic,CEN.PK2_ORE1_gfp_34300,Experiment,,,SC Media with 200nM beta-estradiol,,,,"['Phosphate Buffered Saline', 'SC Media with 200nM beta-estradiol']",35.0,celsius,0.03544866228980118,False,False,15.98863700254982,0.04411812930086414
